537.66633	150
537.78794	146
537.90956	132
538.03118	142
538.1528	113
538.27442	129
538.39605	147
538.51767	136
538.6393	145
538.76093	156
538.88256	137
539.00419	135
539.12583	158
539.24746	151
539.3691	154
539.49073	136
539.61237	113
539.73402	153
539.85566	139
539.9773	123
540.09895	130
540.22059	137
540.34224	122
540.46389	154
540.58555	128
540.7072	153
540.82885	119
540.95051	128
541.07217	120
541.19383	138
541.31549	145
541.43715	122
541.55881	147
541.68048	132
541.80215	126
541.92382	128
542.04549	114
542.16716	142
542.28883	133
542.4105	119
542.53218	112
542.65386	118
542.77554	124
542.89722	133
543.0189	127
543.14058	137
543.26227	147
543.38396	139
543.50564	142
543.62733	146
543.74902	128
543.87072	122
543.99241	166
544.11411	157
544.2358	152
544.3575	173
544.4792	141
544.60091	166
544.72261	159
544.84431	166
544.96602	152
545.08773	166
545.20944	171
545.33115	176
545.45286	151
545.57457	160
545.69629	174
545.81801	164
545.93972	161
546.06144	167
546.18316	162
546.30489	151
546.42661	152
546.54834	142
546.67006	131
546.79179	127
546.91352	124
547.03526	145
547.15699	157
547.27872	107
547.40046	122
547.5222	114
547.64394	131
547.76568	134
547.88742	109
548.00916	130
548.13091	107
548.25265	117
548.3744	143
548.49615	132
548.6179	118
548.73966	129
548.86141	120
548.98317	119
549.10492	120
549.22668	118
549.34844	105
549.4702	125
549.59197	134
549.71373	85
549.8355	137
549.95726	119
550.07903	115
550.2008	132
550.32257	130
550.44435	123
550.56612	117
550.6879	115
550.80968	120
550.93146	102
551.05324	107
551.17502	93
551.2968	146
551.41859	117
551.54037	121
551.66216	139
551.78395	141
551.90574	131
552.02754	121
552.14933	126
552.27112	125
552.39292	107
552.51472	110
552.63652	99
552.75832	136
552.88012	118
553.00193	118
553.12373	98
553.24554	143
553.36735	112
553.48916	111
553.61097	122
553.73278	132
553.8546	130
553.97641	96
554.09823	123
554.22005	118
554.34187	101
554.46369	100
554.58552	102
554.70734	95
554.82917	117
554.95099	132
555.07282	118
555.19465	129
555.31649	98
555.43832	112
555.56015	101
555.68199	106
555.80383	98
555.92567	102
556.04751	115
556.16935	100
556.29119	113
556.41304	119
556.53489	99
556.65673	125
556.77858	124
556.90043	106
557.02229	114
557.14414	114
557.26599	116
557.38785	124
557.50971	118
557.63157	99
557.75343	95
557.87529	92
557.99716	112
558.11902	87
558.24089	109
558.36276	112
558.48463	101
558.6065	122
558.72837	110
558.85024	105
558.97212	112
559.094	117
559.21587	94
559.33775	121
559.45963	99
559.58152	112
559.7034	107
559.82529	135
559.94717	114
560.06906	123
560.19095	122
560.31284	93
560.43473	114
560.55663	118
560.67852	128
560.80042	89
560.92232	127
561.04422	92
561.16612	119
561.28802	126
561.40993	114
561.53183	102
561.65374	107
561.77565	122
561.89756	94
562.01947	97
562.14138	99
562.26329	106
562.38521	109
562.50713	80
562.62904	115
562.75096	111
562.87289	118
562.99481	90
563.11673	111
563.23866	116
563.36058	112
563.48251	117
563.60444	142
563.72637	78
563.84831	93
563.97024	113
564.09217	104
564.21411	104
564.33605	119
564.45799	101
564.57993	109
564.70187	108
564.82382	89
564.94576	118
565.06771	114
565.18965	79
565.3116	90
565.43355	115
565.55551	114
565.67746	98
565.79942	84
565.92137	118
566.04333	90
566.16529	99
566.28725	140
566.40921	101
566.53117	103
566.65314	111
566.77511	120
566.89707	133
567.01904	99
567.14101	91
567.26298	90
567.38496	106
567.50693	114
567.62891	104
567.75089	115
567.87286	101
567.99484	99
568.11683	117
568.23881	93
568.36079	90
568.48278	100
568.60477	110
568.72675	96
568.84874	111
568.97074	121
569.09273	95
569.21472	86
569.33672	108
569.45871	93
569.58071	120
569.70271	112
569.82471	74
569.94672	103
570.06872	117
570.19073	104
570.31273	73
570.43474	80
570.55675	99
570.67876	95
570.80077	114
570.92279	96
571.0448	108
571.16682	87
571.28883	103
571.41085	110
571.53287	95
571.6549	96
571.77692	121
571.89894	86
572.02097	105
572.143	94
572.26502	101
572.38705	113
572.50909	98
572.63112	102
572.75315	91
572.87519	112
572.99723	89
573.11926	99
573.2413	72
573.36334	97
573.48539	98
573.60743	85
573.72948	99
573.85152	129
573.97357	117
574.09562	92
574.21767	114
574.33972	84
574.46177	84
574.58383	95
574.70589	87
574.82794	83
574.95	105
575.07206	83
575.19412	99
575.31619	94
575.43825	109
575.56032	87
575.68238	101
575.80445	95
575.92652	118
576.04859	84
576.17066	100
576.29274	111
576.41481	81
576.53689	111
576.65897	102
576.78105	88
576.90313	93
577.02521	80
577.14729	68
577.26938	101
577.39146	87
577.51355	82
577.63564	100
577.75773	111
577.87982	89
578.00191	116
578.12401	114
578.2461	86
578.3682	97
578.4903	109
578.6124	97
578.7345	112
578.8566	103
578.9787	56
579.10081	94
579.22291	78
579.34502	79
579.46713	98
579.58924	119
579.71135	83
579.83346	80
579.95558	66
580.07769	107
580.19981	84
580.32193	70
580.44405	77
580.56617	81
580.68829	97
580.81041	83
580.93254	85
581.05467	96
581.17679	80
581.29892	105
581.42105	102
581.54318	99
581.66532	81
581.78745	55
581.90959	89
582.03172	68
582.15386	95
582.276	81
582.39814	108
582.52028	83
582.64243	109
582.76457	73
582.88672	75
583.00886	94
583.13101	99
583.25316	127
583.37532	75
583.49747	100
583.61962	113
583.74178	89
583.86393	97
583.98609	103
584.10825	87
584.23041	109
584.35257	126
584.47474	135
584.5969	103
584.71907	97
584.84124	116
584.9634	121
585.08557	129
585.20775	138
585.32992	102
585.45209	137
585.57427	106
585.69644	115
585.81862	103
585.9408	112
586.06298	113
586.18516	125
586.30734	114
586.42953	120
586.55171	103
586.6739	109
586.79609	98
586.91828	87
587.04047	99
587.16266	66
587.28486	110
587.40705	113
587.52925	87
587.65144	98
587.77364	103
587.89584	109
588.01804	76
588.14025	94
588.26245	72
588.38466	74
588.50686	71
588.62907	77
588.75128	70
588.87349	82
588.9957	87
589.11791	78
589.24013	91
589.36234	100
589.48456	85
589.60678	87
589.729	111
589.85122	95
589.97344	83
590.09566	70
590.21789	102
590.34012	69
590.46234	93
590.58457	121
590.7068	86
590.82903	98
590.95126	87
591.0735	56
591.19573	92
591.31797	60
591.44021	119
591.56245	101
591.68469	61
591.80693	91
591.92917	100
592.05141	46
592.17366	103
592.29591	61
592.41815	83
592.5404	53
592.66265	87
592.7849	90
592.90716	63
593.02941	83
593.15167	67
593.27392	64
593.39618	75
593.51844	96
593.6407	57
593.76296	81
593.88523	99
594.00749	93
594.12976	93
594.25202	75
